variables="x","rho","u","v","w","Bx","By","Bz","p"
-4.3663	1	0	0	0	0.75	1	0	1	
-4.36521	1	0	0	0	0.75	1	0	1	
-4.36412	1	0	0	0	0.75	1	0	1	
-4.36303	1	0	0	0	0.75	1	0	1	
-4.36194	1	0	0	0	0.75	1	0	1	
-4.36085	1	0	0	0	0.75	1	0	1	
-4.35975	1	0	0	0	0.75	1	0	1	
-4.35866	1	0	0	0	0.75	1	0	1	
-4.35757	1	0	0	0	0.75	1	0	1	
-4.35648	1	0	0	0	0.75	1	0	1	
-4.35539	1	0	0	0	0.75	1	0	1	
-4.3543	1	0	0	0	0.75	1	0	1	
-4.35321	1	0	0	0	0.75	1	0	1	
-4.35211	1	0	0	0	0.75	1	0	1	
-4.35102	1	0	0	0	0.75	1	0	1	
-4.34993	1	0	0	0	0.75	1	0	1	
-4.34884	1	0	0	0	0.75	1	0	1	
-4.34775	1	0	0	0	0.75	1	0	1	
-4.34666	1	0	0	0	0.75	1	0	1	
-4.34556	1	0	0	0	0.75	1	0	1	
-4.34447	1	0	0	0	0.75	1	0	1	
-4.34338	1	0	0	0	0.75	1	0	1	
-4.34229	1	0	0	0	0.75	1	0	1	
-4.3412	1	0	0	0	0.75	1	0	1	
-4.34011	1	0	0	0	0.75	1	0	1	
-4.33902	1	0	0	0	0.75	1	0	1	
-4.33792	1	0	0	0	0.75	1	0	1	
-4.33683	1	0	0	0	0.75	1	0	1	
-4.33574	1	0	0	0	0.75	1	0	1	
-4.33465	1	0	0	0	0.75	1	0	1	
-4.33356	1	0	0	0	0.75	1	0	1	
-4.33247	1	0	0	0	0.75	1	0	1	
-4.33137	1	0	0	0	0.75	1	0	1	
-4.33028	1	0	0	0	0.75	1	0	1	
-4.32919	1	0	0	0	0.75	1	0	1	
-4.3281	1	0	0	0	0.75	1	0	1	
-4.32701	1	0	0	0	0.75	1	0	1	
-4.32592	1	0	0	0	0.75	1	0	1	
-4.32482	1	0	0	0	0.75	1	0	1	
-4.32373	1	0	0	0	0.75	1	0	1	
-4.32264	1	0	0	0	0.75	1	0	1	
-4.32155	1	0	0	0	0.75	1	0	1	
-4.32046	1	0	0	0	0.75	1	0	1	
-4.31937	1	0	0	0	0.75	1	0	1	
-4.31828	1	0	0	0	0.75	1	0	1	
-4.31718	1	0	0	0	0.75	1	0	1	
-4.31609	1	0	0	0	0.75	1	0	1	
-4.315	1	0	0	0	0.75	1	0	1	
-4.31391	1	0	0	0	0.75	1	0	1	
-4.31282	1	0	0	0	0.75	1	0	1	
-4.31173	1	0	0	0	0.75	1	0	1	
-4.31063	1	0	0	0	0.75	1	0	1	
-4.30954	1	0	0	0	0.75	1	0	1	
-4.30845	1	0	0	0	0.75	1	0	1	
-4.30736	1	0	0	0	0.75	1	0	1	
-4.30627	1	0	0	0	0.75	1	0	1	
-4.30518	1	0	0	0	0.75	1	0	1	
-4.30408	1	0	0	0	0.75	1	0	1	
-4.30299	1	0	0	0	0.75	1	0	1	
-4.3019	1	0	0	0	0.75	1	0	1	
-4.30081	1	0	0	0	0.75	1	0	1	
-4.29972	1	0	0	0	0.75	1	0	1	
-4.29863	1	0	0	0	0.75	1	0	1	
-4.29754	1	0	0	0	0.75	1	0	1	
-4.29644	1	0	0	0	0.75	1	0	1	
-4.29535	1	0	0	0	0.75	1	0	1	
-4.29426	1	0	0	0	0.75	1	0	1	
-4.29317	1	0	0	0	0.75	1	0	1	
-4.29208	1	0	0	0	0.75	1	0	1	
-4.29099	1	0	0	0	0.75	1	0	1	
-4.28989	1	0	0	0	0.75	1	0	1	
-4.2888	1	0	0	0	0.75	1	0	1	
-4.28771	1	0	0	0	0.75	1	0	1	
-4.28662	1	0	0	0	0.75	1	0	1	
-4.28553	1	0	0	0	0.75	1	0	1	
-4.28444	1	0	0	0	0.75	1	0	1	
-4.28334	1	0	0	0	0.75	1	0	1	
-4.28225	1	0	0	0	0.75	1	0	1	
-4.28116	1	0	0	0	0.75	1	0	1	
-4.28007	1	0	0	0	0.75	1	0	1	
-4.27898	1	0	0	0	0.75	1	0	1	
-4.27789	1	0	0	0	0.75	1	0	1	
-4.2768	1	0	0	0	0.75	1	0	1	
-4.2757	1	0	0	0	0.75	1	0	1	
-4.27461	1	0	0	0	0.75	1	0	1	
-4.27352	1	0	0	0	0.75	1	0	1	
-4.27243	1	0	0	0	0.75	1	0	1	
-4.27134	1	0	0	0	0.75	1	0	1	
-4.27025	1	0	0	0	0.75	1	0	1	
-4.26915	1	0	0	0	0.75	1	0	1	
-4.26806	1	0	0	0	0.75	1	0	1	
-4.26697	1	0	0	0	0.75	1	0	1	
-4.26588	1	0	0	0	0.75	1	0	1	
-4.26479	1	0	0	0	0.75	1	0	1	
-4.2637	1	0	0	0	0.75	1	0	1	
-4.2626	1	0	0	0	0.75	1	0	1	
-4.26151	1	0	0	0	0.75	1	0	1	
-4.26042	1	0	0	0	0.75	1	0	1	
-4.25933	1	0	0	0	0.75	1	0	1	
-4.25824	1	0	0	0	0.75	1	0	1	
-4.25715	1	0	0	0	0.75	1	0	1	
-4.25606	1	0	0	0	0.75	1	0	1	
-4.25496	1	0	0	0	0.75	1	0	1	
-4.25387	1	0	0	0	0.75	1	0	1	
-4.25278	1	0	0	0	0.75	1	0	1	
-4.25169	1	0	0	0	0.75	1	0	1	
-4.2506	1	0	0	0	0.75	1	0	1	
-4.24951	1	0	0	0	0.75	1	0	1	
-4.24841	1	0	0	0	0.75	1	0	1	
-4.24732	1	0	0	0	0.75	1	0	1	
-4.24623	1	0	0	0	0.75	1	0	1	
-4.24514	1	0	0	0	0.75	1	0	1	
-4.24405	1	0	0	0	0.75	1	0	1	
-4.24296	1	0	0	0	0.75	1	0	1	
-4.24186	1	0	0	0	0.75	1	0	1	
-4.24077	1	0	0	0	0.75	1	0	1	
-4.23968	1	0	0	0	0.75	1	0	1	
-4.23859	1	0	0	0	0.75	1	0	1	
-4.2375	1	0	0	0	0.75	1	0	1	
-4.23641	1	0	0	0	0.75	1	0	1	
-4.23532	1	0	0	0	0.75	1	0	1	
-4.23422	1	0	0	0	0.75	1	0	1	
-4.23313	1	0	0	0	0.75	1	0	1	
-4.23204	1	0	0	0	0.75	1	0	1	
-4.23095	1	0	0	0	0.75	1	0	1	
-4.22986	1	0	0	0	0.75	1	0	1	
-4.22877	1	0	0	0	0.75	1	0	1	
