variables="x","rho","u","v","w","Bx","By","Bz","p"
-1.5	1	-1.48138e-14	-2.29718e-11	-6.7841e-06	0.75	1	-6.7841e-06	1
-1.49812	1	-1.48021e-14	-2.30528e-11	-6.79602e-06	0.75	1	-6.79602e-06	1
-1.49625	1	-1.48951e-14	-2.31381e-11	-6.80856e-06	0.75	1	-6.80856e-06	1
-1.49438	1	-1.4939e-14	-2.32276e-11	-6.82172e-06	0.75	1	-6.82172e-06	1
-1.4925	1	-1.48787e-14	-2.33213e-11	-6.83549e-06	0.75	1	-6.83549e-06	1
-1.49063	1	-1.46172e-14	-2.34195e-11	-6.84988e-06	0.75	1	-6.84988e-06	1
-1.48875	1	-1.43565e-14	-2.35221e-11	-6.86487e-06	0.75	1	-6.86487e-06	1
-1.48687	1	-1.42433e-14	-2.36291e-11	-6.88048e-06	0.75	1	-6.88048e-06	1
-1.485	1	-1.41798e-14	-2.37405e-11	-6.8967e-06	0.75	1	-6.8967e-06	1
-1.48313	1	-1.41084e-14	-2.38564e-11	-6.91352e-06	0.75	1	-6.91352e-06	1
-1.48125	1	-1.41024e-14	-2.3977e-11	-6.93095e-06	0.75	1	-6.93095e-06	1
-1.47938	1	-1.4122e-14	-2.4102e-11	-6.94899e-06	0.75	1	-6.94899e-06	1
-1.4775	1	-1.39266e-14	-2.42315e-11	-6.96763e-06	0.75	1	-6.96763e-06	1
-1.47562	1	-1.3665e-14	-2.42692e-11	-6.97304e-06	0.75	1	-6.97304e-06	1
-1.47375	1	-1.3506e-14	-2.42691e-11	-6.97304e-06	0.75	1	-6.97304e-06	1
-1.47188	1	-1.3324e-14	-2.42688e-11	-6.97304e-06	0.75	1	-6.97304e-06	1
-1.47	1	-1.30216e-14	-2.42682e-11	-6.97304e-06	0.75	1	-6.97304e-06	1
-1.46812	1	-1.27238e-14	-2.43293e-11	-6.9819e-06	0.75	1	-6.9819e-06	1
-1.46625	1	-1.23881e-14	-2.43287e-11	-6.9819e-06	0.75	1	-6.9819e-06	1
-1.46437	1	-1.1869e-14	-2.43828e-11	-6.98975e-06	0.75	1	-6.98975e-06	1
-1.4625	1	-1.14048e-14	-2.43822e-11	-6.98975e-06	0.75	1	-6.98975e-06	1
-1.46063	1	-1.08654e-14	-2.44543e-11	-7.00013e-06	0.75	1	-7.00013e-06	1
-1.45875	1	-1.0519e-14	-2.44969e-11	-7.00625e-06	0.75	1	-7.00625e-06	1
-1.45687	1	-1.0409e-14	-2.45441e-11	-7.013e-06	0.75	1	-7.013e-06	1
-1.455	1	-1.00637e-14	-2.45955e-11	-7.02037e-06	0.75	1	-7.02037e-06	1
-1.45312	1	-9.60877e-15	-2.46512e-11	-7.02836e-06	0.75	1	-7.02836e-06	1
-1.45125	1	-9.37155e-15	-2.47117e-11	-7.03697e-06	0.75	1	-7.03697e-06	1
-1.44938	1	-9.23493e-15	-2.4777e-11	-7.04619e-06	0.75	1	-7.04619e-06	1
-1.4475	1	-9.18961e-15	-2.48464e-11	-7.05602e-06	0.75	1	-7.05602e-06	1
-1.44562	1	-9.12111e-15	-2.49202e-11	-7.06646e-06	0.75	1	-7.06646e-06	1
-1.44375	1	-8.97344e-15	-2.49984e-11	-7.07751e-06	0.75	1	-7.07751e-06	1
-1.44188	1	-8.88079e-15	-2.50808e-11	-7.08917e-06	0.75	1	-7.08917e-06	1
-1.44	1	-8.88955e-15	-2.51677e-11	-7.10143e-06	0.75	1	-7.10143e-06	1
-1.43813	1	-8.73638e-15	-2.5259e-11	-7.11429e-06	0.75	1	-7.11429e-06	1
-1.43625	1	-8.46562e-15	-2.53547e-11	-7.12775e-06	0.75	1	-7.12775e-06	1
-1.43437	1	-8.30581e-15	-2.54549e-11	-7.14182e-06	0.75	1	-7.14182e-06	1
-1.4325	1	-8.132e-15	-2.55595e-11	-7.15648e-06	0.75	1	-7.15648e-06	1
-1.43063	1	-7.97116e-15	-2.56688e-11	-7.17174e-06	0.75	1	-7.17174e-06	1
-1.42875	1	-7.8448e-15	-2.57826e-11	-7.18759e-06	0.75	1	-7.18759e-06	1
-1.42687	1	-7.63071e-15	-2.59008e-11	-7.20404e-06	0.75	1	-7.20404e-06	1
-1.425	1	-7.51661e-15	-2.60237e-11	-7.22108e-06	0.75	1	-7.22108e-06	1
-1.42312	1	-7.45604e-15	-2.61512e-11	-7.23872e-06	0.75	1	-7.23872e-06	1
-1.42125	1	-7.25368e-15	-2.62831e-11	-7.25694e-06	0.75	1	-7.25694e-06	1
-1.41938	1	-7.10295e-15	-2.64198e-11	-7.27576e-06	0.75	1	-7.27576e-06	1
-1.4175	1	-7.08211e-15	-2.64603e-11	-7.28133e-06	0.75	1	-7.28133e-06	1
-1.41562	1	-7.036e-15	-2.64602e-11	-7.28133e-06	0.75	1	-7.28133e-06	1
-1.41375	1	-6.91809e-15	-2.64602e-11	-7.28133e-06	0.75	1	-7.28133e-06	1
-1.41187	1	-6.80353e-15	-2.64603e-11	-7.28133e-06	0.75	1	-7.28133e-06	1
