variables="x","rho","u","v","w","Bx","By","Bz","p"
-3.08173	1	0	0	0	0.7746	0.7746	0	0.5	
-3.08096	1	0	0	0	0.7746	0.7746	0	0.5	
-3.08019	1	0	0	0	0.7746	0.7746	0	0.5	
-3.07942	1	0	0	0	0.7746	0.7746	0	0.5	
-3.07865	1	0	0	0	0.7746	0.7746	0	0.5	
-3.07788	1	0	0	0	0.7746	0.7746	0	0.5	
-3.0771	1	0	0	0	0.7746	0.7746	0	0.5	
-3.07633	1	0	0	0	0.7746	0.7746	0	0.5	
-3.07556	1	0	0	0	0.7746	0.7746	0	0.5	
-3.07479	1	0	0	0	0.7746	0.7746	0	0.5	
-3.07402	1	0	0	0	0.7746	0.7746	0	0.5	
-3.07325	1	0	0	0	0.7746	0.7746	0	0.5	
-3.07248	1	0	0	0	0.7746	0.7746	0	0.5	
-3.07171	1	0	0	0	0.7746	0.7746	0	0.5	
-3.07094	1	0	0	0	0.7746	0.7746	0	0.5	
-3.07017	1	0	0	0	0.7746	0.7746	0	0.5	
-3.0694	1	0	0	0	0.7746	0.7746	0	0.5	
-3.06863	1	0	0	0	0.7746	0.7746	0	0.5	
-3.06786	1	0	0	0	0.7746	0.7746	0	0.5	
-3.06709	1	0	0	0	0.7746	0.7746	0	0.5	
-3.06632	1	0	0	0	0.7746	0.7746	0	0.5	
-3.06555	1	0	0	0	0.7746	0.7746	0	0.5	
-3.06478	1	0	0	0	0.7746	0.7746	0	0.5	
-3.06401	1	0	0	0	0.7746	0.7746	0	0.5	
-3.06324	1	0	0	0	0.7746	0.7746	0	0.5	
-3.06247	1	0	0	0	0.7746	0.7746	0	0.5	
-3.0617	1	0	0	0	0.7746	0.7746	0	0.5	
-3.06093	1	0	0	0	0.7746	0.7746	0	0.5	
-3.06016	1	0	0	0	0.7746	0.7746	0	0.5	
-3.05938	1	0	0	0	0.7746	0.7746	0	0.5	
-3.05861	1	0	0	0	0.7746	0.7746	0	0.5	
-3.05784	1	0	0	0	0.7746	0.7746	0	0.5	
-3.05707	1	0	0	0	0.7746	0.7746	0	0.5	
-3.0563	1	0	0	0	0.7746	0.7746	0	0.5	
-3.05553	1	0	0	0	0.7746	0.7746	0	0.5	
-3.05476	1	0	0	0	0.7746	0.7746	0	0.5	
