variables="x","rho","u","v","w","Bx","By","Bz","p"
-1.5	1	-1.13169e-15	-7.11589e-14	-3.36005e-07	0.7746	0.7746	-3.36005e-07	0.5
-1.497	1	-8.06053e-16	-7.53367e-14	-3.46185e-07	0.7746	0.7746	-3.46185e-07	0.5
-1.494	1	-6.26921e-16	-7.52685e-14	-3.46185e-07	0.7746	0.7746	-3.46185e-07	0.5
-1.491	1	-5.33177e-16	-7.84829e-14	-3.53393e-07	0.7746	0.7746	-3.53393e-07	0.5
-1.488	1	-5.2542e-16	-8.24401e-14	-3.62052e-07	0.7746	0.7746	-3.62052e-07	0.5
-1.485	1	-5.08797e-16	-8.86575e-14	-3.75335e-07	0.7746	0.7746	-3.75335e-07	0.5
-1.482	1	-4.98412e-16	-8.86588e-14	-3.75335e-07	0.7746	0.7746	-3.75335e-07	0.5
-1.479	1	-4.99849e-16	-9.28605e-14	-3.84e-07	0.7746	0.7746	-3.84e-07	0.5
-1.476	1	-5.30136e-16	-9.78696e-14	-3.94105e-07	0.7746	0.7746	-3.94105e-07	0.5
-1.473	1	-5.44001e-16	-1.05609e-13	-4.09311e-07	0.7746	0.7746	-4.09311e-07	0.5
-1.47	1	-5.26202e-16	-1.05611e-13	-4.09311e-07	0.7746	0.7746	-4.09311e-07	0.5
-1.467	1	-5.33555e-16	-1.10727e-13	-4.18993e-07	0.7746	0.7746	-4.18993e-07	0.5
-1.464	1	-5.58893e-16	-1.16752e-13	-4.3014e-07	0.7746	0.7746	-4.3014e-07	0.5
-1.461	1	-5.71798e-16	-1.1675e-13	-4.3014e-07	0.7746	0.7746	-4.3014e-07	0.5
-1.458	1	-5.745e-16	-1.20954e-13	-4.37706e-07	0.7746	0.7746	-4.37706e-07	0.5
-1.455	1	-5.93225e-16	-1.25972e-13	-4.46589e-07	0.7746	0.7746	-4.46589e-07	0.5
-1.452	1	-6.25706e-16	-1.33689e-13	-4.5997e-07	0.7746	0.7746	-4.5997e-07	0.5
-1.449	1	-6.33127e-16	-1.33693e-13	-4.5997e-07	0.7746	0.7746	-4.5997e-07	0.5
-1.446	1	-6.52665e-16	-1.38727e-13	-4.68452e-07	0.7746	0.7746	-4.68452e-07	0.5
-1.443	1	-6.62139e-16	-1.44606e-13	-4.78177e-07	0.7746	0.7746	-4.78177e-07	0.5
-1.44	1	-6.69552e-16	-1.53516e-13	-4.92613e-07	0.7746	0.7746	-4.92613e-07	0.5
-1.437	1	-6.76284e-16	-1.53513e-13	-4.92613e-07	0.7746	0.7746	-4.92613e-07	0.5
-1.434	1	-6.7509e-16	-1.59225e-13	-5.01599e-07	0.7746	0.7746	-5.01599e-07	0.5
